step,loss
292,0.1543063223361969
293,0.154293954372406
294,0.1457308977842331
295,0.1410040706396103
296,0.15213845670223236
297,0.1480253040790558
298,0.1556452065706253
299,0.1480589359998703
300,0.15333770215511322
301,0.14492273330688477
302,0.13234710693359375
303,0.13700170814990997
304,0.1463865488767624
305,0.13992057740688324
306,0.13301105797290802
307,0.15305635333061218
308,0.12434932589530945
309,0.14809279143810272
310,0.1374291181564331
311,0.14030326902866364
312,0.14519403874874115
313,0.13299398124217987
314,0.14344102144241333
315,0.13836874067783356
316,0.13626980781555176
317,0.1301078051328659
318,0.13679860532283783
319,0.13078223168849945
320,0.1278199404478073
321,0.13670721650123596
322,0.12211938202381134
323,0.12799589335918427
324,0.1274513602256775
325,0.12664315104484558
326,0.12571100890636444
327,0.12482612580060959
328,0.12464121729135513
329,0.11879415810108185
330,0.12524273991584778
331,0.12962840497493744
332,0.13150866329669952
333,0.13385353982448578
334,0.13315552473068237
335,0.12264297902584076
336,0.12027774006128311
337,0.12958908081054688
338,0.10674285143613815
339,0.11414802819490433
340,0.12999314069747925
341,0.11798357963562012
342,0.14068245887756348
343,0.12646619975566864
344,0.11631761491298676
345,0.11820682883262634
346,0.1194976270198822
347,0.11468175798654556
348,0.11915432661771774
349,0.12349765002727509
350,0.11804210394620895
351,0.12933002412319183
352,0.12024830281734467
353,0.12070894241333008
354,0.1178387850522995
355,0.10398958623409271
356,0.11568516492843628
357,0.11165791749954224
358,0.10986553877592087
359,0.11287195235490799
360,0.1142791360616684
361,0.10956097394227982
362,0.11676818132400513
363,0.1131528839468956
364,0.11065131425857544
365,0.11193720996379852
366,0.11487361788749695
367,0.1137770414352417
368,0.11190436780452728
369,0.10574619472026825
370,0.10708644241094589
371,0.10557260364294052
372,0.10963854193687439
373,0.11171503365039825
374,0.1071835458278656
375,0.10403809696435928
376,0.10674487799406052
377,0.10428519546985626
378,0.10118407011032104
379,0.10289284586906433
380,0.10205938667058945
381,0.10369901359081268
382,0.10796599835157394
383,0.10371627658605576
384,0.09711724519729614
385,0.10132593661546707
386,0.11257327347993851
387,0.09688714146614075
388,0.10439905524253845
389,0.10225645452737808
390,0.11044330894947052
391,0.11006411910057068
392,0.10556712001562119
393,0.10477150976657867
394,0.10563227534294128
395,0.1124047040939331
396,0.10069553554058075
397,0.10201961547136307
398,0.10179927945137024
399,0.09627070277929306
400,0.10897111147642136
401,0.0953652635216713
402,0.09800660610198975
403,0.0980909988284111
404,0.09895177185535431
405,0.10937245935201645
406,0.0945797711610794
407,0.102103590965271
408,0.09020271897315979
409,0.09419634193181992
410,0.09539254009723663
411,0.09956425428390503
412,0.09725292772054672
413,0.09987892955541611
414,0.09328852593898773
415,0.09254486113786697
416,0.10223352909088135
417,0.1054157093167305
418,0.09131959825754166
419,0.1014651358127594
420,0.09110990911722183
421,0.09418486803770065
422,0.10003005713224411
423,0.08623634278774261
424,0.08990588784217834
425,0.08860404789447784
426,0.09391052275896072
427,0.0948680192232132
428,0.09150614589452744
429,0.08874209970235825
430,0.09748190641403198
431,0.08995971828699112
432,0.0843721479177475
433,0.08920677751302719
434,0.08939788490533829
435,0.09496194124221802
436,0.08993403613567352
437,0.09435020387172699
438,0.08692527562379837
439,0.09513666480779648
440,0.08696950972080231
441,0.08709647506475449
442,0.08284284174442291
443,0.0859883651137352
444,0.09217239171266556
445,0.08532219380140305
446,0.0864996612071991
447,0.0938696563243866
448,0.08442898839712143
449,0.07431457191705704
450,0.08299839496612549
451,0.08504364639520645
452,0.09274862706661224
453,0.08112802356481552
454,0.08673636615276337
455,0.07568278908729553
456,0.07733305543661118
457,0.07487435638904572
458,0.08207032829523087
459,0.07860606908798218
460,0.07587859034538269
461,0.07889202237129211
462,0.07884207367897034
463,0.08329730480909348
464,0.08912861347198486
465,0.08308837562799454
466,0.08457432687282562
467,0.08249307423830032
468,0.09119570255279541
469,0.08722136914730072
470,0.08062580972909927
471,0.08618409931659698
472,0.08024270832538605
473,0.07719418406486511
474,0.07480974495410919
475,0.07561138272285461
476,0.08045300096273422
477,0.08212216943502426
478,0.08321963995695114
479,0.07253246754407883
480,0.09476667642593384
481,0.08230987191200256
482,0.08121617883443832
483,0.06984429806470871
484,0.08058653771877289
485,0.08575966209173203
486,0.07091565430164337
487,0.06990569084882736
488,0.07498723268508911
489,0.07823048532009125
490,0.07646802812814713
491,0.07452090829610825
492,0.06792735308408737
493,0.08592400699853897
494,0.07247267663478851
495,0.07752577215433121
496,0.07352375239133835
497,0.07166887074708939
498,0.07801352441310883
499,0.08511871844530106
500,0.07428517192602158
501,0.07342937588691711
502,0.07183460891246796
503,0.08368432521820068
504,0.0782303437590599
505,0.08048764616250992
506,0.07803807407617569
507,0.07053039222955704
508,0.07234349101781845
509,0.07461117953062057
510,0.07289839535951614
511,0.08213866502046585
512,0.0818960890173912
513,0.07469537854194641
514,0.0712297260761261
515,0.07048749178647995
516,0.07562319934368134
517,0.07477912306785583
518,0.07066644728183746
519,0.07141230255365372
520,0.0651426687836647
521,0.0754333958029747
522,0.07566499710083008
523,0.06866905093193054
524,0.07352807372808456
525,0.07222971320152283
526,0.07120532542467117
527,0.06560947000980377
528,0.07616196572780609
529,0.07763464748859406
530,0.0764300599694252
531,0.07222399860620499
532,0.07154744863510132
533,0.07317506521940231
534,0.06993274390697479
535,0.06786572188138962
536,0.0715927705168724
537,0.07855523377656937
538,0.07158421725034714
539,0.07713694125413895
540,0.06167691946029663
541,0.06987833231687546
542,0.07294926047325134
543,0.06973380595445633
544,0.07828111201524734
545,0.062162093818187714
546,0.06341983377933502
547,0.06545710563659668
548,0.07485818862915039
549,0.07543810456991196
550,0.07275820523500443
551,0.06918865442276001
552,0.05975087359547615
553,0.06868313997983932
554,0.07068634778261185
555,0.0625145360827446
556,0.07178234308958054
557,0.06476277858018875
558,0.0639478862285614
559,0.06355857849121094
560,0.0670081153512001
561,0.06726586818695068
562,0.06756512075662613
563,0.06210906058549881
564,0.06256267428398132
565,0.06587913632392883
566,0.07427776604890823
567,0.06742203235626221
568,0.06670977175235748
569,0.06578593701124191
570,0.06755300611257553
571,0.06804338097572327
572,0.06307197362184525
573,0.07062507420778275
574,0.06516057997941971
575,0.0674186423420906
576,0.06710496544837952
577,0.06012457236647606
578,0.07324554771184921
579,0.058267876505851746
580,0.06534705311059952
581,0.05925818532705307
582,0.06160564348101616
583,0.06961645931005478
584,0.058882936835289
585,0.0672975480556488
586,0.07411880046129227
587,0.06279097497463226
588,0.07227878272533417
589,0.06386483460664749
590,0.0610240176320076
591,0.06904754787683487
592,0.06149904429912567
593,0.07094527781009674
594,0.07003258913755417
595,0.06435760110616684
596,0.06644595414400101
597,0.06644941866397858
598,0.056818656623363495
599,0.06316237151622772
600,0.06510002911090851
601,0.057394638657569885
602,0.06711187958717346
603,0.06749922782182693
604,0.05381440743803978
605,0.06309099495410919
606,0.057970013469457626
607,0.07098885625600815
608,0.06311039626598358
609,0.06230316683650017
610,0.06416121870279312
611,0.06140398234128952
612,0.06518534570932388
613,0.06344275176525116
614,0.06109294295310974
615,0.058587994426488876
616,0.06446392834186554
617,0.0617559440433979
618,0.05434095859527588
619,0.05878870189189911
620,0.06678824871778488
621,0.0690615177154541
622,0.06645902246236801
623,0.06412243843078613
624,0.06278879195451736
625,0.060941245406866074
626,0.05886397510766983
627,0.058979351073503494
628,0.06355120986700058
629,0.06480945646762848
630,0.062145717442035675
631,0.06235421448945999
632,0.05815190449357033
633,0.06018781289458275
634,0.06569146364927292
635,0.055188778787851334
636,0.055336419492959976
637,0.05904592573642731
638,0.05208664759993553
639,0.06374070048332214
640,0.06040022894740105
641,0.05302782729268074
642,0.056174129247665405
643,0.056400664150714874
644,0.0704120472073555
645,0.05868023633956909
646,0.051892638206481934
647,0.06435956805944443
648,0.06999900192022324
649,0.05427325889468193
650,0.06060880422592163
651,0.0579422302544117
652,0.05767710879445076
653,0.05224870145320892
654,0.05732160434126854
655,0.05910899117588997
656,0.05337942764163017
657,0.05835438147187233
658,0.061521269381046295
659,0.060902878642082214
660,0.07256849855184555
661,0.05386841669678688
662,0.049868371337652206
663,0.0570487380027771
664,0.05008895695209503
665,0.0515483058989048
666,0.054795194417238235
667,0.057622186839580536
668,0.06065286695957184
669,0.055680613964796066
670,0.05946047976613045
671,0.06084110215306282
672,0.05332763493061066
673,0.05662529170513153
674,0.056395478546619415
675,0.05354402959346771
676,0.06380698084831238
677,0.05262244865298271
678,0.05579987168312073
679,0.052802249789237976
680,0.05407285317778587
681,0.06047290936112404
682,0.05724586546421051
683,0.057212769985198975
684,0.05095890909433365
685,0.055481500923633575
686,0.06293649226427078
687,0.05746674910187721
688,0.057366255670785904
689,0.056853994727134705
690,0.049400072544813156
691,0.061843451112508774
692,0.0569760724902153
693,0.05709666386246681
694,0.05256916582584381
695,0.05512169748544693
696,0.056173503398895264
697,0.05719906836748123
698,0.05462692677974701
699,0.04752286523580551
700,0.05314301699399948
701,0.06006888300180435
702,0.05625345930457115
703,0.061331719160079956
704,0.05487816408276558
705,0.054735489189624786
706,0.05238344147801399
707,0.05046699941158295
708,0.05767153203487396
709,0.05864213407039642
710,0.05050277337431908
711,0.05406785011291504
712,0.05599384009838104
713,0.057192496955394745
714,0.05571247637271881
715,0.05884571373462677
716,0.0546707957983017
717,0.05695107579231262
718,0.05182817578315735
719,0.06366460770368576
720,0.047629840672016144
721,0.052997034043073654
722,0.05268626660108566
723,0.05892064422369003
724,0.04972884804010391
725,0.054719049483537674
726,0.05335308611392975
727,0.05039554089307785
728,0.05697838217020035
729,0.0454610176384449
730,0.05631474778056145
731,0.053365372121334076
732,0.05079209804534912
733,0.058138422667980194
734,0.05768396332859993
735,0.0545213483273983
736,0.05423673242330551
737,0.055775463581085205
738,0.05417492613196373
739,0.049430202692747116
740,0.04915016144514084
741,0.05718064308166504
742,0.05993056669831276
743,0.05807170271873474
744,0.04593396931886673
745,0.05458088219165802
746,0.06172962859272957
747,0.05429735779762268
748,0.05092022567987442
749,0.0588301345705986
750,0.05518220365047455
751,0.05199219658970833
752,0.050583794713020325
753,0.05323421582579613
754,0.04920685663819313
755,0.045556388795375824
756,0.0535665787756443
757,0.055626336485147476
758,0.05325200408697128
759,0.04782303422689438
760,0.050732824951410294
761,0.053890302777290344
762,0.051496244966983795
763,0.04939674213528633
764,0.043881990015506744
765,0.05169731378555298
766,0.045948829501867294
767,0.05075239762663841
768,0.05067932605743408
769,0.05041731148958206
770,0.05295772850513458
771,0.048589907586574554
772,0.05613233521580696
773,0.05503831058740616
774,0.06008122116327286
775,0.050217460840940475
776,0.052608855068683624
777,0.05316909775137901
778,0.05900817736983299
779,0.04845988750457764
780,0.05491625517606735
781,0.04945467412471771
782,0.04778282716870308
783,0.0599646270275116
784,0.05442526936531067
785,0.048830319195985794
786,0.052788637578487396
787,0.057471465319395065
788,0.04705489054322243
789,0.05320041626691818
790,0.05331392586231232
791,0.047990020364522934
792,0.04791812226176262
793,0.05242345482110977
794,0.05280507728457451
795,0.05434471368789673
796,0.05406816676259041
797,0.05892108380794525
798,0.0521397665143013
799,0.052219029515981674
800,0.05448788404464722
801,0.04233849048614502
802,0.05065613612532616
803,0.046942856162786484
804,0.04155653342604637
805,0.049598727375268936
806,0.04883354529738426
807,0.051911238580942154
808,0.04579508677124977
809,0.049253519624471664
810,0.04385817423462868
811,0.04822811484336853
812,0.048747844994068146
813,0.05220644921064377
814,0.047043003141880035
815,0.046262070536613464
816,0.055991947650909424
817,0.05442488566040993
818,0.04562447965145111
819,0.05256372317671776
820,0.047887030988931656
821,0.05254758521914482
822,0.049932364374399185
823,0.04899073392152786
824,0.048813704401254654
825,0.046327538788318634
826,0.041712623089551926
827,0.05559110268950462
828,0.048362307250499725
829,0.05197618901729584
830,0.0552474707365036
831,0.044486790895462036
832,0.04980943351984024
833,0.04850959777832031
834,0.05548181012272835
835,0.051609985530376434
836,0.051464010030031204
837,0.05143888294696808
838,0.05067488178610802
839,0.04093915596604347
840,0.05490955337882042
841,0.047739721834659576
842,0.05588158592581749
843,0.05025099962949753
844,0.054122939705848694
845,0.0486486442387104
846,0.05149448290467262
847,0.041800618171691895
848,0.05488279089331627
849,0.0545005276799202
850,0.052116844803094864
851,0.044959332793951035
852,0.04668993130326271
853,0.04649733006954193
854,0.04821218177676201
855,0.04559684172272682
856,0.045647721737623215
857,0.044894974678754807
858,0.046460434794425964
859,0.049278099089860916
860,0.0545366108417511
861,0.046543851494789124
862,0.05282425880432129
863,0.04865844175219536
864,0.044104333966970444
865,0.050650615245103836
866,0.056021496653556824
867,0.052811089903116226
868,0.056683722883462906
869,0.044167548418045044
870,0.06101483106613159
871,0.04957428202033043
872,0.044769734144210815
873,0.04671148210763931
874,0.05187036097049713
875,0.05183059349656105
876,0.05208935588598251
877,0.04682957008481026
878,0.04511730372905731
879,0.04206303507089615
880,0.05025993660092354
881,0.05479687452316284
882,0.048094242811203
883,0.046739645302295685
884,0.05068885535001755
885,0.04388495907187462
886,0.05243068188428879
887,0.05385877564549446
888,0.03644140437245369
889,0.045879557728767395
890,0.041882939636707306
891,0.0538083054125309
892,0.04824003949761391
893,0.048268795013427734
894,0.04679469019174576
895,0.04135042056441307
896,0.049441684037446976
897,0.047113656997680664
898,0.04470748081803322
899,0.03925589844584465
900,0.04484105855226517
901,0.04631660133600235
902,0.04970905929803848
903,0.044570185244083405
904,0.03763280436396599
905,0.03808059170842171
906,0.04728192090988159
907,0.0485575906932354
908,0.051154110580682755
909,0.041752077639102936
910,0.04595419391989708
911,0.0513935424387455
912,0.04587492346763611
913,0.04617422819137573
914,0.046753089874982834
915,0.05148673430085182
916,0.04756278172135353
917,0.05173700675368309
918,0.05101430416107178
919,0.04895000532269478
920,0.047113776206970215
921,0.0510043166577816
922,0.04483748599886894
923,0.047192081809043884
924,0.046190422028303146
925,0.04879966750741005
926,0.042405638843774796
927,0.047410689294338226
928,0.050558678805828094
929,0.03965045511722565
930,0.05292274430394173
931,0.057896170765161514
932,0.0557079054415226
933,0.037646207958459854
934,0.04990663751959801
935,0.05087341368198395
936,0.04946056753396988
937,0.038007404655218124
938,0.04291572421789169
939,0.045045871287584305
940,0.05100249871611595
941,0.047667521983385086
942,0.04510532692074776
943,0.049975842237472534
944,0.0409700907766819
945,0.04417002573609352
946,0.04658470302820206
947,0.04205138981342316
948,0.04788365215063095
949,0.049220796674489975
950,0.04530062898993492
951,0.04568908363580704
952,0.046057574450969696
953,0.04374774172902107
954,0.04675327613949776
955,0.04586372524499893
956,0.04863228648900986
957,0.051182493567466736
958,0.044442206621170044
959,0.04315047711133957
960,0.04079234600067139
961,0.044171061366796494
962,0.04242539405822754
963,0.047864384949207306
964,0.044189222157001495
965,0.042694058269262314
966,0.048024389892816544
967,0.045463982969522476
968,0.04954688996076584
969,0.046306900680065155
970,0.046742185950279236
971,0.047575224190950394
972,0.04994091019034386
973,0.042747627943754196
974,0.046751830726861954
975,0.0426146425306797
976,0.050580963492393494
977,0.04624777287244797
978,0.048226334154605865
979,0.043169036507606506
980,0.04174743965268135
981,0.04919694364070892
982,0.04346432536840439
983,0.04658295214176178
984,0.04645849019289017
985,0.05196342617273331
986,0.05525287613272667
987,0.05164612457156181
988,0.04226195067167282
989,0.047955695539712906
990,0.045975975692272186
991,0.041833024471998215
992,0.04345770180225372
993,0.04468429833650589
994,0.04301561787724495
995,0.04127473384141922
996,0.048044461756944656
997,0.053031157702207565
998,0.04460255801677704
999,0.040900301188230515
1000,0.04238315299153328
1001,0.05791591852903366
1002,0.0431145541369915
1003,0.05272588133811951
1004,0.047325003892183304
1005,0.04397168383002281
1006,0.043310295790433884
1007,0.047742582857608795
1008,0.05173489823937416
1009,0.050368573516607285
1010,0.05079751834273338
1011,0.04784006625413895
1012,0.040270451456308365
1013,0.04757381230592728
1014,0.043458931148052216
1015,0.04834403097629547
1016,0.04942084476351738
1017,0.04577544331550598
1018,0.04456871747970581
1019,0.043101321905851364
1020,0.04945477098226547
1021,0.049799710512161255
1022,0.04285025969147682
1023,0.047739844769239426
1024,0.04273936152458191
1025,0.04954646900296211
1026,0.03934233635663986
1027,0.04285778850317001
1028,0.04945257306098938
1029,0.05063430592417717
1030,0.04690399393439293
1031,0.04579634964466095
1032,0.04195109009742737
1033,0.042215656489133835
1034,0.040906429290771484
1035,0.0410408116877079
1036,0.04526006057858467
1037,0.04147535189986229
1038,0.04317804053425789
1039,0.0426752008497715
1040,0.05153993144631386
1041,0.04583928361535072
1042,0.04074567183852196
1043,0.039912834763526917
1044,0.04430826008319855
1045,0.04448463022708893
1046,0.04779617115855217
1047,0.04880663752555847
1048,0.0458311066031456
1049,0.04675288498401642
1050,0.039259884506464005
1051,0.04359515383839607
1052,0.039036884903907776
1053,0.04568138346076012
1054,0.04124137759208679
1055,0.05052435025572777
1056,0.04555392265319824
1057,0.0481213815510273
1058,0.04173540696501732
1059,0.048936810344457626
1060,0.04381129890680313
1061,0.04919791594147682
1062,0.044124651700258255
1063,0.04560237005352974
1064,0.04374167323112488
1065,0.039301548153162
1066,0.04241793602705002
1067,0.04084990546107292
1068,0.04464573785662651
1069,0.04265929013490677
1070,0.04175849258899689
1071,0.03951967880129814
1072,0.04920116066932678
1073,0.048243843019008636
1074,0.04429590329527855
1075,0.04312729835510254
1076,0.04337720945477486
1077,0.04605516791343689
1078,0.04413169249892235
1079,0.04222528636455536
1080,0.04326113313436508
1081,0.044474247843027115
1082,0.04695379361510277
1083,0.04690832272171974
1084,0.04072669520974159
1085,0.03984357789158821
1086,0.04100766032934189
1087,0.043985359370708466
1088,0.04905105382204056
1089,0.04467896372079849
1090,0.04109549894928932
1091,0.042070090770721436
1092,0.04358815774321556
1093,0.04193690046668053
1094,0.04649882763624191
1095,0.04486281797289848
1096,0.04680101200938225
1097,0.04463251307606697
1098,0.04547561705112457
1099,0.04716857150197029
1100,0.0458071231842041
1101,0.04722742363810539
1102,0.052005164325237274
1103,0.044713910669088364
1104,0.04036266729235649
1105,0.04738355427980423
1106,0.050696421414613724
1107,0.04394341632723808
1108,0.043073445558547974
1109,0.05792561545968056
1110,0.042795415967702866
1111,0.048785965889692307
1112,0.045437201857566833
1113,0.044722139835357666
1114,0.039531972259283066
1115,0.04420588165521622
1116,0.03899982571601868
1117,0.04720417782664299
1118,0.040004730224609375
1119,0.037712693214416504
1120,0.048558615148067474
1121,0.04669591039419174
1122,0.044207457453012466
1123,0.0462321974337101
1124,0.03925073891878128
1125,0.0405135303735733
1126,0.04134637117385864
1127,0.047048117965459824
1128,0.041022852063179016
1129,0.04938870668411255
1130,0.0434090755879879
1131,0.04445642605423927
1132,0.045612093061208725
1133,0.046950746327638626
1134,0.040579408407211304
1135,0.04796220734715462
1136,0.04487917199730873
1137,0.04535134881734848
1138,0.03791758418083191
1139,0.04604344442486763
1140,0.050970565527677536
1141,0.04063032567501068
1142,0.04858996346592903
1143,0.04366084560751915
1144,0.03982844576239586
1145,0.04116714373230934
1146,0.04849369078874588
1147,0.04176359251141548
1148,0.039032384753227234
1149,0.049245599657297134
1150,0.041822999715805054
1151,0.04304719716310501
1152,0.04468992352485657
1153,0.050826266407966614
1154,0.04330959916114807
1155,0.04762314632534981
1156,0.04288628697395325
1157,0.036904167383909225
1158,0.04520400986075401
1159,0.044436756521463394
1160,0.04055878147482872
1161,0.04344876483082771
1162,0.04146173223853111
1163,0.04178730398416519
1164,0.04349994286894798
1165,0.04194977879524231
1166,0.04048671945929527
1167,0.03899754211306572
1168,0.04773399606347084
1169,0.04225653037428856
1170,0.041240494698286057
1171,0.039145275950431824
1172,0.04383452981710434
1173,0.04218142852187157
1174,0.04033723846077919
1175,0.03540321812033653
1176,0.04638368636369705
1177,0.04021519422531128
1178,0.04443784058094025
1179,0.03779860585927963
1180,0.037795595824718475
1181,0.043241165578365326
1182,0.04308371990919113
1183,0.041500091552734375
1184,0.03795856982469559
1185,0.05114496499300003
1186,0.0404190793633461
1187,0.0417906828224659
1188,0.04893958941102028
1189,0.04287037253379822
1190,0.04446416720747948
1191,0.04666272923350334
1192,0.045390721410512924
1193,0.043111469596624374
1194,0.046532001346349716
1195,0.04626980051398277
1196,0.03648567944765091
1197,0.04481443762779236
1198,0.03993064537644386
1199,0.04437389224767685
1200,0.04549373686313629
1201,0.04788591340184212
1202,0.045001644641160965
1203,0.042926859110593796
1204,0.042155470699071884
1205,0.042558614164590836
1206,0.039971910417079926
1207,0.03890039399266243
1208,0.04633715748786926
1209,0.04556470736861229
1210,0.04471869021654129
1211,0.04226164147257805
1212,0.0424395427107811
1213,0.044789426028728485
1214,0.03893747925758362
1215,0.043616097420454025
1216,0.0447683185338974
1217,0.03981713578104973
1218,0.0360495001077652
1219,0.04348834231495857
1220,0.04131464287638664
1221,0.04539710655808449
1222,0.041240666061639786
1223,0.04702894762158394
1224,0.03976886719465256
1225,0.04220902919769287
1226,0.0363873615860939
1227,0.04366181790828705
1228,0.047219958156347275
1229,0.041045382618904114
1230,0.04060529172420502
1231,0.04320575296878815
1232,0.041398730129003525
1233,0.04023171588778496
1234,0.04054461419582367
1235,0.04495798423886299
1236,0.041984617710113525
1237,0.04333686828613281
1238,0.04288709536194801
1239,0.03843122348189354
1240,0.040712758898735046
1241,0.04166455939412117
1242,0.051184866577386856
1243,0.042985700070858
1244,0.04456903412938118
1245,0.04307562857866287
1246,0.04365464299917221
1247,0.03868352994322777
1248,0.03758014366030693
1249,0.03766161948442459
1250,0.040765609592199326
1251,0.036953844130039215
1252,0.046285975724458694
1253,0.03659943491220474
